6.57, 7.0, 32.0
7.57, 7.0, 30.0
7.95, 7.0, 30.0
8.0, 7.0, 30.0
7.33, 100.0, -70.0
6.77, 8.0, 77.0
5.94, 8.0, 42.0
2.99, 28.0, -3.0
-0.15, 7.0, 79.0
-3.62, 7.0, 41.0
-8.26, 7.0, 28.0
-13.73, 7.0, 40.0
-19.44, 7.0, 35.0
-25.8, 7.0, 22.0
-32.69, 7.0, 24.0
-39.93, 7.0, 31.0
-47.48, 7.0, 28.0
-55.56, 7.0, 28.0
-64.01, 7.0, 23.0
-72.86, 7.0, 18.0
-82.12, 86.0, -10.0
-91.43, 7.0, 26.0
-100.56, 7.0, 31.0
-110.06, 15.0, -2.0
-119.77, 7.0, 18.0
-129.7, 7.0, 31.0
-139.79, 7.0, 17.0
-150.49, 7.0, 11.0
-161.27, 7.0, 13.0
-172.02, 7.0, 10.0
-182.9, 7.0, 2.0
-193.54, 7.0, -4.0
-204.21, 7.0, -6.0
-214.7, 7.0, -9.0
-224.79, 7.0, -10.0
-234.29, 7.0, -13.0
-243.47, 7.0, -11.0
-252.04, 7.0, -15.0
-260.13, 7.0, -12.0
-267.74, 7.0, -13.0
-274.78, 7.0, -17.0
-281.14, 7.0, -19.0
-286.72, 7.0, -28.0
-291.91, 7.0, -20.0
-296.17, 7.0, -29.0
-299.92, 7.0, -25.0
-302.91, 7.0, -24.0
-305.32, 7.0, -23.0
-307.0, 7.0, -25.0
-308.18, 7.0, -21.0
-308.82, 7.0, -20.0
-308.94, 7.0, -22.0
-308.88, 7.0, -23.0
-307.62, 7.0, -31.0
-305.89, 7.0, -22.0
-303.45, 7.0, -22.0
-300.58, 7.0, -23.0
-297.04, 7.0, -21.0
-293.01, 7.0, -21.0
-288.36, 7.0, -21.0
-283.21, 7.0, -20.0
-277.45, 7.0, -21.0
-271.13, 7.0, -21.0
-264.27, 7.0, -19.0
-256.87, 7.0, -17.0
-249.08, 7.0, -17.0
-240.61, 7.0, -16.0
-232.01, 7.0, -12.0
-222.73, 7.0, -11.0
-213.34, 7.0, -8.0
-203.61, 7.0, -7.0
-193.58, 7.0, -7.0
-183.4, 7.0, -7.0
-173.23, 7.0, -7.0
-162.76, 7.0, -6.0
-152.16, 7.0, -6.0
-141.76, 7.0, -3.0
-131.31, 7.0, 2.0
-120.74, 7.0, 5.0
-110.4, 7.0, 7.0
-99.99, 7.0, 10.0
-90.08, 7.0, 13.0
-80.11, 7.0, 14.0
-70.61, 7.0, 15.0
-61.28, 7.0, 19.0
-52.15, 7.0, 20.0
-43.76, 7.0, 25.0
-35.84, 7.0, 30.0
-28.85, 7.0, 36.0
-22.41, 7.0, 38.0
-16.54, 7.0, 34.0
-11.57, 7.0, 35.0
-7.0, 7.0, 32.0
-3.02, 7.0, 32.0
0.37, 7.0, 34.0
2.91, 7.0, 39.0
4.94, 7.0, 29.0
6.41, 7.0, 29.0
7.37, 7.0, 29.0
7.85, 7.0, 28.0
7.91, 7.0, 30.0
7.3, 7.0, 36.0
5.81, 450.0, -89.0
4.3, 8.0, 67.0
3.27, 8.0, 86.0
0.01, 152.0, -16.0
-3.91, 8.0, 58.0
-7.77, 7.0, 64.0
-12.75, 7.0, 34.0
-18.5, 7.0, 35.0
-24.97, 7.0, 36.0
-31.79, 7.0, 25.0
-39.41, 7.0, 23.0
